Entry Date,Resource,Name,Project,Status,Organization,Location,Billable,Temp,Client,Hours,Type
12/31/23 0:00,Role,Barth Brotherhead (A728649),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,7.1,Projected
12/17/23 0:00,Role,Lilia Hanny (J012944),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5,Projected
1/16/24 0:00,Role,Joby Sumpton (Y724878),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,4.6,Actual
12/21/23 0:00,Role,Mohandis Martino (G966230),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,2.4,Actual
12/7/23 0:00,Role,Jozef Warton (D282959),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,3.5,Actual
12/20/23 0:00,Role,Claudine MacNucator (Y875063),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.3,Actual
1/17/24 0:00,Role,Anatole Wickliffe (H442864),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,7.2,Projected
1/7/24 0:00,Role,Annis Thorneley (D349801),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,4.8,Actual
1/20/24 0:00,Role,Lars Udie (P460905),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,7.1,Projected
12/15/23 0:00,Role,Shannon Milby (S578556),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.6,Projected
12/12/23 0:00,Role,Hephzibah Killock (S098827),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,2.3,Projected
12/4/23 0:00,Role,Gauthier Joyson (N664872),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,6.7,Actual
1/4/24 0:00,Role,Augustus Faull (R242510),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.7,Projected
12/18/23 0:00,Role,Hedvige Pimerick (G841362),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.5,Actual
12/7/23 0:00,Role,Ingaborg Paiton (H684680),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.1,Projected
12/3/23 0:00,Role,Roda Vern (T154816),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,3.7,Actual
1/13/24 0:00,Role,Donetta Coram (J405590),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,1.4,Projected
12/10/23 0:00,Role,Ezechiel Han (L582663),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,4.7,Projected
12/10/23 0:00,Role,Stanwood Trim (D796611),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,5.4,Projected
12/26/23 0:00,Role,Sloane Douche (K706530),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,3.8,Actual
1/2/24 0:00,Role,Lorianna Ahlf (Y252069),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,4.3,Projected
12/26/23 0:00,Role,Nady Armour (L358298),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,2.4,Projected
12/16/23 0:00,Role,Trina Karpeev (J709336),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.9,Actual
1/25/24 0:00,Role,Madlen Loader (Q052216),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,6.6,Projected
12/24/23 0:00,Role,Paule Mackney (K533896),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,6.5,Actual
1/6/24 0:00,Role,Daniele Bouttell (Y609425),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,6,Actual
1/28/24 0:00,Role,Shelba Van Bruggen (H215642),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,3,Actual
12/30/23 0:00,Role,Anthiathia Vernon (D735327),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,4.7,Actual
1/18/24 0:00,Role,Mallissa Linde (W509310),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,1.6,Actual
1/23/24 0:00,Role,Dasi Redihough (J686779),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,7.6,Actual
12/13/23 0:00,Role,Rutter Diver (E929749),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,2.8,Projected
12/24/23 0:00,Role,Dusty Wyley (Y953871),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,6.2,Actual
12/26/23 0:00,Role,Ajay Trahear (R659522),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,6.4,Projected
11/30/23 0:00,Role,Riccardo Arnowitz (C032770),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,5.6,Projected
12/9/23 0:00,Role,Guthrie Clooney (C844458),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,7.3,Actual
12/1/23 0:00,Role,Hermon Propper (A208386),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.8,Actual
1/16/24 0:00,Role,Eolande Twigger (H759772),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,4.4,Projected
1/24/24 0:00,Role,Grethel McKinley (A608280),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,5.5,Projected
12/1/23 0:00,Role,Rozella Tibb (I840468),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,6.3,Actual
12/29/23 0:00,Role,Kyle Shutle (X433293),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,3.7,Projected
1/12/24 0:00,Role,Poul Betser (C699173),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,4.6,Actual
1/2/24 0:00,Role,Eirena Taw (W546100),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.3,Actual
11/30/23 0:00,Role,Kordula Peebles (Y877335),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,1.4,Actual
1/6/24 0:00,Role,Sascha Battams (R567341),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,1,Projected
12/20/23 0:00,Role,Leann Annis (T819350),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,7.2,Actual
1/27/24 0:00,Role,Chaddy Crickmoor (V006046),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,2.4,Actual
11/29/23 0:00,Role,Sanders Seamarke (V312473),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,1.8,Projected
12/22/23 0:00,Role,Mic Hegdonne (P580977),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,4.4,Actual
1/19/24 0:00,Role,Mort Sidey (W683819),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,3.8,Projected
11/30/23 0:00,Role,Christye Steers (P513930),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,5.6,Projected
12/16/23 0:00,Role,Sherry Tilley (W299318),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,6.5,Actual
1/2/24 0:00,Role,Lorens Poulter (F876134),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,4.4,Actual
12/20/23 0:00,Role,Jacklyn Sword (D133812),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,3.1,Actual
1/14/24 0:00,Role,Gabi Handrick (S622522),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,5.5,Actual
1/3/24 0:00,Role,Neely Riglesford (W393145),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,2,Projected
12/11/23 0:00,Role,Sena Kondratenya (Y051914),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,7.9,Actual
12/3/23 0:00,Role,Egon Worters (B057053),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,7.7,Projected
1/7/24 0:00,Role,Ted Toone (M094189),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,7.8,Projected
11/30/23 0:00,Role,Janelle Birchner (T671506),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,1,Actual
1/2/24 0:00,Role,Gail Budgeon (D558359),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.3,Actual
1/22/24 0:00,Role,Diahann Eaklee (H431223),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,6.8,Projected
12/28/23 0:00,Role,Barclay MacAscaidh (L165329),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,4.8,Actual
11/29/23 0:00,Role,Marysa Juris (T310664),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,7.4,Actual
1/8/24 0:00,Role,Bertha Slight (C772387),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,7,Projected
1/25/24 0:00,Role,Fionna Izat (C130149),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,5,Projected
1/23/24 0:00,Role,Guinna Bracher (S202762),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,6.3,Projected
11/28/23 0:00,Role,Kerrill Offener (Q885859),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,6.6,Actual
1/15/24 0:00,Role,Haley Liebermann (L247019),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,7.7,Actual
12/14/23 0:00,Role,Wendi Augustus (U815267),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,3.1,Actual
1/9/24 0:00,Role,Evita Woodburne (V478821),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,4.3,Actual
12/2/23 0:00,Role,Sigfrid Bresland (K973398),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.6,Projected
1/28/24 0:00,Role,Wallie Twiddell (T538821),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,6.5,Actual
12/1/23 0:00,Role,Marita MacCallion (S754111),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,1.6,Actual
12/20/23 0:00,Role,Glenden Diver (T802548),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,2.6,Projected
12/16/23 0:00,Role,Stepha Gossan (Q784658),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,1.5,Actual
1/16/24 0:00,Role,Davidson Flowerdew (V661429),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,2.2,Projected
12/20/23 0:00,Role,Rodi Rohfsen (M908550),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,6.1,Projected
12/28/23 0:00,Role,Thorndike Dufer (K907130),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,6.9,Actual
12/29/23 0:00,Role,Frants Franks (V349572),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,2,Actual
12/17/23 0:00,Role,La verne Layhe (Z602278),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,2.6,Actual
1/18/24 0:00,Role,Noak Shotboulte (M526025),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.9,Projected
12/3/23 0:00,Role,Karee Roos (W406408),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,1.1,Actual
11/28/23 0:00,Role,Rozele Bucktharp (Y810912),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,6.9,Actual
12/21/23 0:00,Role,Sianna Charteris (N788638),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,1.1,Projected
12/7/23 0:00,Role,Julieta Paffitt (G988982),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,2.8,Projected
1/6/24 0:00,Role,Malissa Barlee (V532127),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,6.4,Actual
12/18/23 0:00,Role,Cobb Pietron (Q485616),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,8,Projected
12/24/23 0:00,Role,Sherri Ambrosoli (G733153),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,4.7,Actual
12/16/23 0:00,Role,Brigham O'Lochan (E483370),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,6.6,Projected
12/21/23 0:00,Role,Shaun Tallis (Y769003),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,1,Projected
12/20/23 0:00,Role,Dione Denk (G737524),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,2.7,Actual
1/13/24 0:00,Role,Willie Houtby (S596169),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,3.8,Actual
12/6/23 0:00,Role,Kass Layborn (S989571),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,No,Hickle-D'Amore,7.3,Actual
1/5/24 0:00,Role,Manfred Schuricke (Z840143),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.1,Actual
12/8/23 0:00,Role,Boot Gwatkins (R496298),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,1.3,Projected
12/20/23 0:00,Role,Neile Sneyd (J724524),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.8,Projected
12/23/23 0:00,Role,Hershel Robke (U181831),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,6.8,Projected
1/18/24 0:00,Role,Tannie Falconbridge (C515922),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,5.6,Actual
12/1/23 0:00,Role,Cybill Rraundl (H277188),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,No,No,Hickle-D'Amore,6.5,Projected
12/24/23 0:00,Role,Querida Dikes (O005812),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,2.4,Projected
1/24/24 0:00,Role,Kristoffer Inkin (P874439),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,1.7,Actual
12/31/23 0:00,Role,Jourdain Raywood (M778642),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,3.8,Projected
1/16/24 0:00,Role,Olivia Bassett (L730357),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,No,Hickle-D'Amore,1.1,Projected
1/26/24 0:00,Role,Bernete Fessby (I674731),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,7.3,Actual
1/4/24 0:00,Role,Kakalina Vowells (B052103),Visionary explicit throughput (P000941-712),Unapproved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,3,Actual
1/14/24 0:00,Role,Wylma Haycock (S610023),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,Yes,Yes,Hickle-D'Amore,6.4,Projected
12/21/23 0:00,Role,Emylee Mitchenson (Z175764),Visionary explicit throughput (P000941-712),Approved,Launch Consulting,USA,No,Yes,Hickle-D'Amore,5.3,Projected
1/5/24 0:00,Role,Ramon MacCosty (V135801),Pre-emptive human-resource structure (P005389-160),Approved,Launch Consulting,USA,Yes,Yes,Cronin Group,7.9,Projected
1/24/24 0:00,Role,Joni Dziwisz (B066451),Persevering bifurcated info-mediaries (P003662-338),Approved,Launch Consulting,USA,Yes,Yes,Halvorson-Lockman,7.2,Actual
12/19/23 0:00,Role,Pauline Springthorp (C324815),Progressive bi-directional task-force (P006813-378),Unapproved,Launch Consulting,USA,No,No,Hermiston-O'Hara,1.3,Projected
11/27/23 0:00,Role,Joline Sarah (J639920),Visionary fault-tolerant archive (P004571-441),Approved,Launch Consulting,USA,Yes,Yes,Hermiston-O'Hara,4.1,Projected
12/16/23 0:00,Role,Margarita Whitear (P228820),Business-focused system-worthy orchestration (P007297-130),Approved,Launch Consulting,USA,Yes,Yes,Hermiston-O'Hara,6.3,Projected
12/10/23 0:00,Role,Bibi Moffat (N341553),Multi-channelled mission-critical alliance (P003434-468),Approved,Launch Consulting,USA,Yes,No,Hermiston-O'Hara,5.7,Actual
1/9/24 0:00,Role,Leontyne McWhin (P599067),Self-enabling content-based internet solution (P007149-721),Approved,Launch Consulting,USA,Yes,No,Hermiston-O'Hara,4.3,Projected
12/16/23 0:00,Role,Chrysa Stamp (P338835),Reactive actuating capacity (P005056-696),Approved,Launch Consulting,USA,No,No,Hermiston-O'Hara,2.6,Projected
12/23/23 0:00,Role,Ardra Heustice (X528271),Re-engineered clear-thinking migration (P003709-804),Unapproved,Launch Consulting,USA,Yes,No,"Fay, Wilkinson and Beer",3.9,Actual
12/20/23 0:00,Role,Cassey Dimitru (M066541),Multi-channelled reciprocal instruction set (P001884-497),Approved,Launch Consulting,USA,Yes,Yes,Oberbrunner-Jenkins,1.6,Actual
12/17/23 0:00,Role,Mata Edgeworth (I055230),Versatile user-facing hierarchy (P006679-070),Approved,Launch Consulting,USA,Yes,No,Homenick and Sons,6.7,Actual
1/27/24 0:00,Role,Salome Stuckey (Y966485),Customer-focused bottom-line local area network (P002999-333),Approved,Launch Consulting,USA,Yes,No,Anderson LLC,1.5,Actual
1/10/24 0:00,Role,Verne Joblin (X496635),Re-contextualized methodical database (P001951-374),Unapproved,Launch Consulting,USA,No,No,Torp-Kozey,6.1,Actual
1/9/24 0:00,Role,Raimund Chard (I533837),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,Yes,Lemke LLC,1.5,Projected
12/4/23 0:00,Role,Deidre Griss (V090698),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,4.1,Projected
12/4/23 0:00,Role,Stacie Bottoms (L307584),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,Yes,Lemke LLC,3,Actual
1/24/24 0:00,Role,Aubrie Dagworthy (J186555),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,Yes,Lemke LLC,1.7,Projected
12/10/23 0:00,Role,Robena McKeurtan (W608820),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,Yes,Lemke LLC,7.8,Actual
12/6/23 0:00,Role,Phillie Richold (K237166),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,6.8,Projected
12/3/23 0:00,Role,Margy Halbard (Z483787),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,Yes,Lemke LLC,4.1,Actual
12/27/23 0:00,Role,Ali Baskerfield (E227411),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,1.3,Projected
12/29/23 0:00,Role,Adamo Justis (K829193),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,1.7,Actual
1/10/24 0:00,Role,Allin Stiggers (H849363),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,Yes,Lemke LLC,1.9,Projected
12/29/23 0:00,Role,Adham Pioch (J473098),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,4.2,Projected
1/16/24 0:00,Role,Paula O'Riordan (N679539),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,3.8,Projected
12/24/23 0:00,Role,Westleigh Bjorkan (W078236),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,Yes,Lemke LLC,3.8,Projected
1/3/24 0:00,Role,Wyatan Ritchie (O199326),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,5,Actual
12/31/23 0:00,Role,Frans Roblett (X365726),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,Yes,Lemke LLC,5.7,Actual
1/13/24 0:00,Role,Stirling Bettam (D622443),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,6.8,Projected
1/4/24 0:00,Role,Nealy Balaison (C158186),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,No,Lemke LLC,2.1,Actual
12/22/23 0:00,Role,Vergil Branchet (A918424),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,3.5,Actual
1/23/24 0:00,Role,Bianca Boyen (L627797),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,4,Projected
1/5/24 0:00,Role,Ronnie Duffield (W017881),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,4.9,Projected
12/7/23 0:00,Role,Dietrich Kenwood (G374654),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,8,Projected
12/10/23 0:00,Role,Coriss Plaice (O698345),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,Yes,Lemke LLC,1.8,Projected
12/7/23 0:00,Role,Griselda Eyeington (Y686721),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,Yes,Lemke LLC,2.9,Actual
12/7/23 0:00,Role,Yurik Reckless (X308227),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,1.2,Actual
12/18/23 0:00,Role,Bret Hamsson (Z746218),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,5.3,Projected
12/18/23 0:00,Role,Jo-ann Endrizzi (B212416),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,2.8,Actual
1/7/24 0:00,Role,Cece Studholme (L513646),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,3.4,Projected
12/26/23 0:00,Role,Clywd Edgson (I734917),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,No,Lemke LLC,6.5,Projected
1/14/24 0:00,Role,Clem Pearn (E480507),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,5.8,Actual
12/18/23 0:00,Role,Jackquelin Douty (W365097),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,Yes,Lemke LLC,3.7,Actual
1/17/24 0:00,Role,Witty Kirrage (J505648),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,1.8,Projected
1/11/24 0:00,Role,Chere Warlawe (N219321),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,6,Actual
11/30/23 0:00,Role,Perri Fourmy (G775694),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,Yes,Lemke LLC,4.1,Projected
12/28/23 0:00,Role,Miguelita Woolsey (V701379),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,7.5,Projected
12/30/23 0:00,Role,James Everett (J808554),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,No,No,Lemke LLC,3.7,Actual
12/18/23 0:00,Role,Jeramie Paolucci (U394630),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,5.8,Projected
12/3/23 0:00,Role,Rubina Sinney (U045444),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,No,Lemke LLC,1.3,Projected
12/19/23 0:00,Role,Rolfe Merrigan (Y760173),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,3.6,Actual
12/11/23 0:00,Role,Hilliard Lyptratt (K715510),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,2.1,Actual
12/29/23 0:00,Role,Nerissa Baggarley (X856380),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,5.3,Actual
1/5/24 0:00,Role,Chev Shemmans (G728557),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,4,Actual
12/26/23 0:00,Role,Fraze Fiddy (J565668),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,1,Projected
1/11/24 0:00,Role,Layne Swash (A334642),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,1.3,Projected
11/28/23 0:00,Role,Clemente McClean (C262335),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,No,Lemke LLC,2.4,Projected
12/2/23 0:00,Role,Luciana Sneezum (W115520),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,No,Yes,Lemke LLC,6.6,Projected
12/30/23 0:00,Role,Cecily Sywell (N453099),Realigned actuating extranet (P003969-520),Approved,Launch Consulting,USA,Yes,Yes,Lemke LLC,2.5,Actual
12/7/23 0:00,Role,Cary Silkston (Z180931),Realigned actuating extranet (P003969-520),Unapproved,Launch Consulting,USA,Yes,No,Lemke LLC,7.9,Projected
